country			state			city			zip code			address			name			phone			features
USA 			FL			Winter Haven			33880			231 Citi Centre Street,,			Macy's Citi Center			863-297-6300			BOPS
USA 			FL			Lakeland			33809			3800 U.S. 98 North,,			Macy's Lakeland Square Mall			863-853-7200			MATTRESS,BOPS
USA 			FL			Melbourne			32904			1700 West New Haven Avenue,,			Macy's Melbourne Square Mall			321-837-5300			BRIDAL,MATTRESS,BOPS
USA 			FL			Brandon			33511			638 Brandon Town Center,,			Macy's Westfield Brandon			813-651-5200			BRIDAL,MATTRESS,BOPS
USA 			OR			Bend			97701			3188 North Highway 97,,			Macy's Bend River Mall			(541) 317-6000			BRIDAL,BOPS,HAS_EVENTS
USA 			FL			St. Petersburg			33710			6901 22nd Ave North,,			Macy's Tyrone Square			727-346-2300			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Tampa			33611			4130 Gandy Blvd.,,			Macy's Tampa Furniture Gallery			813-805-5270			FURNITURE_GALLERY,MATTRESS
USA 			FL			Tampa			33609			298 WestShore Plaza,,			Macy's WestShore Plaza			813-286-5300			PERSONAL_SHOPPER,BRIDAL,MATTRESS,BOPS
USA 			FL			Clearwater			33761			27001 U.S. Highway 19 North,,			Macy's Westfield Countryside			727-724-7312			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Clearwater			33761			26256 U.S. Highway 19 North,,			Macy's Countryside Furniture Gallery			727-712-5525			FURNITURE_GALLERY,MATTRESS
USA 			FL			Tampa			33625			7801 Citrus Park Town Center,,			Macy's Westfield Citrus Park			813-926-7300			MATTRESS,BRIDAL,BOPS
USA 			FL			Bradenton			34205			303 U.S. 301 Blvd. West,,			Macy's DeSoto Square			941-745-5300			MATTRESS
USA 			FL			Tampa			33612			2201 University Mall,,			Macy's University Square Mall			813-975-2200			MATTRESS,BOPS
USA 			FL			Sarasota			34239			600 Southgate Shopping Plaza,,			Macy's Westfield Southgate			941-329-3300			BRIDAL,MATTRESS,BOPS
USA 			FL			Sarasota			34238			8201 South Tamiami Trail,,			Macy's Westfield Sarasota Square			941-925-5300			MATTRESS,BOPS
USA 			WI			Madison			53705			702 North Midvale Blvd,,			Macy's Hilldale			608-232-2400			BRIDAL,BOPS
USA 			WI			Wauwatosa			53226			2500 N Mayfair Road,,			Macy's Mayfair			414-471-3700			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			WI			Greendale			53129			5300 S. 76th Street,,			Macy's Southridge			414-209-1400			MATTRESS,BOPS
USA 			IL			Gurnee			60031			6124 West Grand Avenue,,			Macy's Gurnee Mills			224.399.4800			BOPS
USA 			IL			West Dundee			60118			1000 Spring Hill Mall,,			Macy's Spring Hill			847-551-4800			BOPS
USA 			WI			Appleton			54913			4311 W Wisconsin Avenue,,			Macy's Fox River			920-730-6500			BRIDAL,BOPS
USA 			CA			Sherman Oaks			91423-1918			14000 Riverside Drive,,			Macy's Westfield Fashion Square			818-788-8350			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			NV			Reno			89502-6502			5100 Meadowood Mall,,			Macy's Meadowood Mall			775-826-8333			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NV			Reno			89502-6025			6011 South Virginia Street,,			Macy's Reno Furniture			775 789 3533			FURNITURE_GALLERY,MATTRESS
USA 			CA			Redding			96003-3808			1291 Hilltop Drive,,			Macy's Mt. Shasta Mall			530-722-9111			BRIDAL,BOPS
USA 			VA			Springfield			22150-1707			6400  T. Springfield Mall,,			Macy's Springfield			703-719-6100			BOPS
USA 			NY			Hicksville			11801-2701			100 Broadway Mall,,			Macy's Hicksville			516-938-6800			MATTRESS,FURNITURE_GALLERY,BOPS
USA 			NY			Huntington Station			11746-4417			160 Walt Whitman Rd,,			Macy's Walt Whitman Mall			631-427-7200			PERSONAL_SHOPPER,MATTRESS,BRIDAL,BOPS
USA 			NY			Massapequa			11758-4326			400 Sunrise Mall,Westfield Sunrise,			Macy's Massapequa			516-795-2000			MATTRESS,BRIDAL,BOPS
USA 			ID			Boise			83704			370 North Milwaukee,,			Macy's Boise Towne Square			208-373-6000			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			ID			Nampa			83687			1406 N. Galleria Drive,,			Macy's Nampa Gateway			208-463-6800			BOPS
USA 			ID			Twin Falls			83301			1379 Poleline Road East,,			Macy's Magic Valley Mall			208-736-6800			BRIDAL,BOPS
USA 			ID			Lewiston			83501			1806 19th Avenue,,			Macy's Lewiston Town Center			208-798-6000			BRIDAL,BOPS
USA 			WA			Walla Walla			99362			54 East Main Street,,			Macy's Downtown Walla Walla			509-527-6000			BOPS
USA 			AL			Birmingham			35244			2600 Riverchase Galleria,,			Macy's Riverchase Galleria			205-985-2600			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			GA			Columbus			31904			3091 Manchester Expressway,,			Macy's Peachtree Mall			706-478-2300			BRIDAL,BOPS
USA 			GA			Kennesaw			30144			400 Ernest W Barrett Parkway,,			Macy's Town Center Furniture			678-290-2500			FURNITURE_GALLERY,MATTRESS
USA 			NY			Johnson City			13790			601 Harry L Drive,,			Macy's Binghamton (Oakdales)			607-797-4990			BRIDAL,BOPS
USA 			NY			New Hartford			13413			Sangertown Square Mall,,			Macy's Sangertown Square (Utica)			315-734-0585			BRIDAL,BOPS
USA 			PA			Pennsdale			17756			300 Lycoming Mall Circle,Suite 320,			Macy's Lycoming Mall (Williamsport)			570-546-6998			BRIDAL,BOPS
USA 			VA			Manassas			20109			8270 Sudley Road,,			Macy's Manassas Mall			703-368-7131			BOPS
USA 			VA			Alexandria			22304			5701 Duke Street,,			Macy's Landmark			703-354-1900			FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			WA			Spokane			99201			Main and Wall Streets,,			Macy's Downtown Spokane			509-626-6000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			WA			Spokane			99207			4770 N. Division,,			Macy's Northtown Mall			509-482-6800			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			WA			Spokane			99216			14740 East Indiana Ave.,,			Macy's Spokane Valley Mall			509-893-6000			BRIDAL,BOPS,HAS_EVENTS
USA 			ID			Coeur d'Alene			83814			West 200 Hanley Ave. #4,,			Macy's Silver Lake Mall			208-772-8700			BOPS
USA 			ID			Moscow			83843			2132 West Pullman Road,,			Macy's Palouse Mall			208-892-6000			BOPS
USA 			GA			Macon			31206			3661 Eisenhower Parkway,,			Macy's Macon Mall			478-471-3985			BRIDAL,MATTRESS,BOPS
USA 			TX			Tyler			75703			4700 South Broadway,,			Macy's Broadway Square			903-534-6990			BRIDAL,BOPS
USA 			NY			West Nyack			10994			1920 Palisades Center Drive,,			Macy's Palisades Center			845-358-7990			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			NY			Nanuet			10954-2700			200 Nanuet Mall,Route 59,			Macy's Nanuet			845-623-4100			MATTRESS,BOPS
USA 			GA			Athens			30606			3700 Atlanta Highway,Georgia Square Mall,			Macy's Georgia Square Mall			706-353-4847			BRIDAL,MATTRESS,BOPS
USA 			GA			Buford			30519			3333 Buford Drive,,			Macy's Mall of Georgia			678-546-4300			BRIDAL,MATTRESS,BOPS
USA 			CT			Waterford			06385-4202			850 Hartford Turnpike,Crystal Mall,			Macy's Waterford			860-443-6911			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NY			Hampton Bays			11946-2277			190 West Montauk Highway,,			Macy's Hampton Bays			631-728-5500			BOPS
USA 			CT			Meriden			06450			470 Lewis Avenue,,			Macy's Meriden Square			203-238-0741			BRIDAL,MATTRESS,BOPS
USA 			CT			Manchester			06040			183 Pavilions Drive,,			Macy's Pavilions at Buckland Hills			860-644-6700			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CT			Farmington			06032			100 Westfarms Mall,,			Macy's Westfarms Mall			860-561-3030			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CT			Milford			06460			1201 Post Road,,			Macy's Connecticut Post Mall			203-877-9393			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			RI			Warwick			02886-1689			400 Bald Hill Road,Warwick Mall,			Macy's Warwick			401-737-3800			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			CT			Waterbury			06702			575 Union Street,,			Macy's Brass Mill Center			203-757-1131			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CT			Enfield			06082			90 Elm Street,,			Macy's Enfield Square			860-741-2111			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			RI			Providence			02903			7 Providence Place,,			Macy's Providence			401-351-9900			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CT			Trumbull			06611-4204			5065 Main Street,,			Macy's Trumbull			203-374-7200			MATTRESS,BRIDAL,FURNITURE_GALLERY,BOPS
USA 			NY			Lake Grove			11755-1299			2 Smith Haven Mall,,			Macy's Smith Haven			631-724-4900			PERSONAL_SHOPPER,MATTRESS,BRIDAL,BOPS,HAS_EVENTS
USA 			NY			Lake Grove			11755			580 Smith Haven Mall,,			Macy's Smith Haven Furniture			631-240-2100			FURNITURE_GALLERY,MATTRESS
USA 			MA			Swansea			02777-4116			Route 6 & 118,Swansea Mall Drive,			Macy's Swansea			508-677-4400			BOPS
USA 			MA			Springfield			01129			1655 Boston Road,,			Macy's Eastfield Mall			413-543-4700			BOPS
USA 			WV			Charleston			25301			201 Lee Street,East,			Macy's Charleston Town Center			304-345-9450			BRIDAL,BOPS,HAS_EVENTS
USA 			MI			Kentwood			49512			3165 28th St SE,,			Macy's Grand Rapids			616-940-2100			PERSONAL_SHOPPER,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			MI			Grandville			49418			3850 Rivertown Parkway,,			Macy's Grandville			616-257-4900			BRIDAL,BOPS
USA 			MI			Lansing			48917			5700 W Saginaw Highway,,			Macy's West Lansing			517-886-4400			BOPS
USA 			MI			Saginaw			48604			4750 Fashion Square Mall,,			Macy's Saginaw			989-797-6300			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,BOPS
USA 			MI			Traverse City			49684			3400 South Airport Road W,,			Macy's Traverse City			231-929-6800			BRIDAL,BOPS,HAS_EVENTS
USA 			UT			Salt Lake City			84111			21 South Main Street,,			Macy's City Creek Center			801-736-8950			BRIDAL,BOPS
USA 			UT			West Valley City			84119			3601 South 2700 West,,			Macy's Valley Fair Mall			801-963-0191			MATTRESS,BOPS
USA 			UT			Salt Lake City			84117			4835 Highland Drive,,			Macy's Cottonwood Mall			801-278-0052			BRIDAL,MATTRESS,BOPS
USA 			UT			Sandy			84070			10600 South 110 West,,			Macy's South Town Ctr			801-576-0081			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			UT			Layton			84041			1000 Layton Hills Mall,,			Macy's Layton Hills			801-546-5000			BRIDAL,MATTRESS,BOPS
USA 			UT			Orem			84097			543 East University Parkway,,			Macy's University Mall			801-227-3000			BRIDAL,FURNITURE_GALLERY,BOPS
USA 			ID			Idaho Falls			83404			2240 East 17th Street,,			Macy's Grand Teton Mall			208-535-6000			BOPS
USA 			GA			Alpharetta			30022			5000 North Point Circle,,			Macy's North Point Mall			770-410-2600			BRIDAL,BOPS,HAS_EVENTS
USA 			MA			Auburn			01501			385 South Bridge Street,,			Macy*s  Auburn			1-508-721-0011			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MA			Leominster			01453			106 Commercial Road,Whitney Field Mall,			Macy's Mall At Whitney Field			978-537-1264			BOPS
USA 			MA			Taunton			02780			2 Galleria Mall Drive,,			Macy's Silver City(Taunton)			508-880-0030			BOPS
USA 			MA			North Dartmouth			02747			362 State Road,,			Macy's North Dartmouth			508-994-0300			BOPS
USA 			FL			Pompano Beach			33064			1200 N.E. 23rd Street,,			Macy's Pompano Citi Centre			954-786-6300			MATTRESS,BOPS
USA 			FL			Boca Raton			33431			5700 West Glades Rd.,,			Macy's Boca Town Center			561-393-4400			PERSONAL_SHOPPER,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Boca Raton			33431			9339 Glades Rd.,,			Macy's Boca Raton Furniture Gallery			561-620-4500			FURNITURE_GALLERY,MATTRESS
USA 			FL			Boynton Beach			33426-3315			801 N. Congress Avenue,,			Macy's Boynton Beach Mall			561-738-4200			MATTRESS,BOPS
USA 			CA			Santa Rosa			95401-8507			800 Santa Rosa Plaza,,			Macy's Santa Rosa Plaza			707-523-3333			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Santa Rosa			95401-3508			555 Coddingtown  Center,,			Macy's Coddingtown Mall			707-579-3333			FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Jensen Beach			34957			3106 N.W. Federal Highway,,			Macy's Treasure Coast Square			772-232-4300			BRIDAL,MATTRESS,BOPS
USA 			FL			Vero Beach			32966			6200 20th Street,,			Macy's Indian River Mall			772-564-2300			MATTRESS,BOPS
USA 			FL			Palm Beach Gardens			33410			3107 PGA Blvd.,,			Macy's Palm Beach Gardens			561-775-2231			MATTRESS,RESTAURANT,BRIDAL,FURNITURE_GALLERY,BOPS,HAS_EVENTS
USA 			FL			Palm Beach Gardens			33410			3107 PGA Blvd,,			Figs at The Gardens						PERSONAL_SHOPPER,RESTAURANT,VISITOR_CENTER,BRIDAL,FURNITURE_GALLERY,MATTRESS
USA 			FL			West Palm Beach			33401			575 Rosemary Avenue,,			Macy's CityPlace			561-242-4085			BOPS
USA 			FL			Wellington			33414			10316 Forest Hill Blvd.,,			Macy's The Mall at Wellington Green			561-493-2000			BRIDAL,MATTRESS,BOPS
USA 			WA			Bellingham			98226			4295 Guide Meridian,,			Macy's Bellingham Furniture Gallery			360-715-6850			FURNITURE_GALLERY,MATTRESS
USA 			WA			Bellingham			98226			50 Bellis Fair Parkway,,			Macy's Bellis Fair Parkway			360-715-6000			BRIDAL,BOPS
USA 			WA			Burlington			98233			700 Cascade Mall Drive,,			Macy's Cascade Mall			360-707-6000			BRIDAL,MATTRESS,BOPS
USA 			MA			Holyoke			01041			400 Whitney Avenue,,			Macy's Holyoke Mall			413-538-7360			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MA			Lanesborough			01237			Rt. 8. Old State Road,,			Macy's Berkshire Mall (Pittsfield)			413-499-3600			BOPS
USA 			FL			Ft. Myers			33901			4125 Cleveland Ave.,,			Macy's Edison Mall			239-477-3300			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			FL			Naples			34102			1800 9th Street North,,			Macy's Coastland Center			239-434-1300			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Port Charlotte			33948			1441 Tamiami Trail,,			Macy's Port Charlotte Town Center			941-764-5300			MATTRESS,BOPS
USA 			OR			Roseburg			97470			1460 N.W. Garden Valley Blvd.,,			Macy's Roseburg Valley Mall			541-957-6000			BOPS
USA 			OR			North Bend			97459			1611 Virginia Ave,,			Macy's Pony Village Mall			(541) 751-6000			BOPS
USA 			OR			Medford			97501			1800 North Riverside Drive,,			Macy's Rogue Valley Mall			541-772-3700			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			El Centro			92243			3551 South Dogwood Ave,,			Macy's Imperial Valley Mall			760-352-5901			BOPS,HAS_EVENTS
